590;16491000
1190;4761600
1790;6976100
2390;15988000
2990;20881300
3590;43676900
4190;31829100
4790;76138000
5390;93011400
5990;120987400
6590;113340900
7190;113638400
7790;187368500
8390;138014600
8990;274230800
9590;207296200
10190;296020200
10790;330205300
11390;411382900
11990;494894500
12590;539182100
13190;584349100
13790;676705000
14390;694479400
14990;814260700
15590;814593000
16190;894008400
16790;1007391100
17390;737375600
17990;1282179300
